ID,Bear Number,Tick Species ,Tick Sex,Pooled Ticks,Engorgment,POW,Lyme,Test Run,Tick Collection Year,County ,State
259,110,Ixodes scapularis,Male,7,Unengorged,Negative ,Positive,9/9/18,2017,Warren,NJ
260,110,Ixodes scapularis,Female,2,Unengorged,Positive,Positive,9/9/18,2017,Warren,NJ
261,110,Ixodes scapularis,Female,3,Semi-engorged,Negative ,Positive,9/9/18,2017,Warren,NJ
262,6,Ixodes scapularis,Male,5,Unengorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
263,6,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
264,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/9/18,2017,Warren,NJ
265,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/9/18,2017,Warren,NJ
266,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
267,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
268,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
269,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
270,90,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/9/18,2017,Sussex,NJ
271,90,Ixodes scapularis,Female,2,Unengorged,Negative ,Positive,9/9/18,2017,Sussex,NJ
272,90,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,9/9/18,2017,Sussex,NJ
273,93,Ixodes scapularis,Male,4,Unengorged,Negative ,Positive,9/9/18,2017,Sussex,NJ
274,93,Ixodes scapularis,Female,1,Unengorged,Positive,Negative ,9/9/18,2017,Sussex,NJ
275,93,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,9/9/18,2017,Sussex,NJ
276,94,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,9/9/18,2017,Sussex,NJ
277,94,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,9/9/18,2017,Sussex,NJ
278,94,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,9/9/18,2017,Sussex,NJ
279,30,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/9/18,2017,Warren,NJ
280,30,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Warren,NJ
281,30,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Warren,NJ
282,30,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Warren,NJ
283,101,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
284,101,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
285,101,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
286,104,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
287,9,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
288,9,Ixodes scapularis,Female,6,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
289,9,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,9/15/18,2017,Sussex,NJ
290,55,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
291,55,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
292,55,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
293,55,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
294,64,Ixodes scapularis,Male,1,Unengorged,Positive,Negative ,9/15/18,2017,Sussex,NJ
295,64,Ixodes scapularis,Female,2,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
296,64,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
297,67,Ixodes scapularis,Male,2,Unengorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
298,67,Ixodes scapularis,Female,2,Unengorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
299,67,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
300,68,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
301,252,Ixodes scapularis,Male,1,Unengorged,Positive,Negative ,9/15/18,2017,Sussex,NJ
302,252,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
303,252,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
304,302,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
305,302,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
306,302,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
307,302,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/15/18,2017,Sussex,NJ
308,306,Ixodes scapularis,Female,1,Unengorged,Positive,Positive,9/15/18,2017,Sussex,NJ
309,306,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
310,608,Ixodes scapularis,Male,4,Unengorged,Negative ,Negative ,9/15/18,2017,Sussex,NJ
311,608,Ixodes scapularis,Female,1,Unengorged,Positive,Negative ,9/15/18,2017,Sussex,NJ
312,608,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,9/15/18,2017,Sussex,NJ
313,608,Ixodes scapularis,Female,5,fully engorged ,Negative ,Positive,9/17/18,2017,Sussex,NJ
314,608,Ixodes scapularis,Female,5,fully engorged ,Negative ,Negative ,9/17/18,2017,Sussex,NJ
315,299,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/17/18,2017,Sussex,NJ
316,299,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,9/17/18,2017,Sussex,NJ
317,299,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/17/18,2017,Sussex,NJ
318,304,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/17/18,2017,Sussex,NJ
319,304,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/17/18,2017,Sussex,NJ
320,14,Ixodes scapularis,Male,1,Unengorged,Positive,Negative ,9/17/18,2017,Monroe,PA
321,38,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/17/18,2017,Monroe,PA
322,37,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,9/17/18,2017,Monroe,PA
323,37,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,9/17/18,2017,Monroe,PA
324,37,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/17/18,2017,Monroe,PA
325,37,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/17/18,2017,Monroe,PA
326,37,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,9/17/18,2017,Monroe,PA
327,44,Ixodes scapularis,Female,1,Unengorged,Positive,Positive,9/17/18,2017,Monroe,PA
328,44,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/17/18,2017,Monroe,PA
329,44,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/17/18,2017,Monroe,PA
330,44,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/17/18,2017,Monroe,PA
331,55,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/17/18,2017,Pike,PA
332,55,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/17/18,2017,Pike,PA
333,43,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/17/18,2017,Pike,PA
334,1723665,Ixodes scapularis,Male,2,Unengorged,Negative ,Negative ,9/19/18,2017,Monroe,PA
335,1723665,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,9/19/18,2017,Monroe,PA
336,1723665,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/19/18,2017,Monroe,PA
337,1723667,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,9/19/18,2017,Monroe,PA
338,1723667,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,9/19/18,2017,Monroe,PA
339,1723667,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/19/18,2017,Monroe,PA
340,1723668,Ixodes scapularis,Male,2,Unengorged,Negative ,Negative ,9/19/18,2017,Monroe,PA
341,1723668,Ixodes scapularis,Female,2,Unengorged,Negative ,Positive,9/19/18,2017,Monroe,PA
342,172366,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/19/18,2017,Monroe,PA
343,172366,Ixodes scapularis,Male,2,Unengorged,Negative ,Negative ,9/19/18,2017,Monroe,PA
344,172366,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/19/18,2017,Monroe,PA
345,172366,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,9/19/18,2017,Monroe,PA
346,51100,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/28/18,2018,Clinton,PA
347,51100,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,9/28/18,2018,Clinton,PA
348,52030,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/28/18,2018,Lycoming,PA
349,35998,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,9/28/18,2018,Clinton,PA
350,35998,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,9/28/18,2018,Clinton,PA
351,35998,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/28/18,2018,Clinton,PA
352,35998,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Negative ,9/28/18,2018,Clinton,PA
353,35998,Ixodes scapularis,Female,2,fully engorged ,Negative ,Negative ,9/28/18,2018,Clinton,PA
354,27518,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/28/18,2018,Clinton,PA
355,27518,Ixodes scapularis,Female,1,Unengorged,Positive,Negative ,9/28/18,2018,Clinton,PA
356,27518,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/28/18,2018,Clinton,PA
357,51039,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,9/28/18,2018,Clinton,PA
358,51039,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,9/28/18,2018,Clinton,PA
359,51039,Ixodes scapularis,Male,3,Unengorged,Negative ,Positive,9/28/18,2018,Clinton,PA
360,51039,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/28/18,2018,Clinton,PA
361,51039,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/28/18,2018,Clinton,PA
362,51039,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/28/18,2018,Clinton,PA
363,51039,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,9/28/18,2018,Clinton,PA
364,48076,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,9/28/18,2018,Lycoming,PA
365,48076,Ixodes scapularis,Female,1,Semi-engorged,Positive,Negative ,9/28/18,2018,Lycoming,PA
366,48076,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,9/28/18,2018,Lycoming,PA
367,51660,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/29/18,2018,Potter,PA
368,51049,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/29/18,2018,Clinton,PA
369,51049,Ixodes scapularis,Female,1,Unengorged,Positive,Negative ,9/29/18,2018,Clinton,PA
370,51049,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,9/29/18,2018,Clinton,PA
371,52028,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,9/29/18,2018,Clinton,PA
372,52028,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,9/29/18,2018,Clinton,PA
373,52028,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,9/29/18,2018,Clinton,PA
374,51032,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,9/29/18,2018,Clinton,PA
375,51032,Ixodes scapularis,Male,5,Unengorged,Positive,Positive,9/29/18,2018,Clinton,PA
376,51032,Ixodes scapularis,Male,2,Unengorged,Negative ,Positive,9/29/18,2018,Clinton,PA
377,51032,Ixodes scapularis,Female,3,Unengorged,Positive,Positive,9/29/18,2018,Clinton,PA
378,51032,Ixodes scapularis,Female,3,Semi-engorged,Negative ,Positive,9/29/18,2018,Clinton,PA
379,51032,Ixodes scapularis,Female,2,fully engorged ,Negative ,Positive,9/29/18,2018,Clinton,PA
380,27516,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,9/29/18,2018,Clinton,PA
381,27516,Ixodes scapularis,Male,5,Unengorged,Positive,Positive,9/29/18,2018,Clinton,PA
382,27516,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,9/29/18,2018,Clinton,PA
383,27516,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,9/29/18,2018,Clinton,PA
384,27516,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/29/18,2018,Clinton,PA
385,27516,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,9/29/18,2018,Clinton,PA
386,27516,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,9/29/18,2018,Clinton,PA
387,27516,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/29/18,2018,Clinton,PA
388,27516,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,9/29/18,2018,Clinton,PA
389,27516,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,9/29/18,2018,Clinton,PA
390,41630,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,10/1/18,2018,Tioga,PA
391,41630,Ixodes scapularis,Male,1,Unengorged,Positive,Positive,10/1/18,2018,Tioga,PA
392,41630,Ixodes scapularis,Female,5,Unengorged,Positive,Positive,10/1/18,2018,Tioga,PA
393,41630,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,10/1/18,2018,Tioga,PA
394,41638,Ixodes scapularis,Male,4,Unengorged,Negative ,Positive,10/1/18,2018,Tioga,PA
395,41638,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,10/1/18,2018,Tioga,PA
396,41638,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,10/1/18,2018,Tioga,PA
397,23095,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,10/1/18,2018,Lycoming,PA
398,23095,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Positive,10/1/18,2018,Lycoming,PA
399,51047,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,10/1/18,2018,Clinton,PA
400,51047,Ixodes scapularis,Female,1,Semi-engorged,Positive,Negative ,10/1/18,2018,Clinton,PA
401,33138,Ixodes scapularis,Male,2,Unengorged,Negative ,Positive,10/1/18,2018,Clinton,PA
402,33138,Ixodes scapularis,Female,2,Unengorged,Negative ,Negative ,10/1/18,2018,Clinton,PA
403,33138,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,10/1/18,2018,Clinton,PA
404,51942,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,10/1/18,2018,Clinton,PA
405,51942,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,10/1/18,2018,Clinton,PA
406,41688,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,10/1/18,2018,Potter,PA
407,33142,Ixodes scapularis,Male,3,Unengorged,Negative ,Positive,10/6/18,2018,Clinton,PA
408,33142,Ixodes scapularis,Female,3,Semi-engorged,Negative ,Negative ,10/6/18,2018,Clinton,PA
409,33142,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,10/6/18,2018,Clinton,PA
410,35414,Ixodes scapularis,Male,2,Unengorged,Negative ,Negative ,10/6/18,2018,Clinton,PA
411,35414,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,10/6/18,2018,Clinton,PA
412,35414,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,10/6/18,2018,Clinton,PA
413,51636,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,10/6/18,2018,Clinton,PA
414,51172,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,10/6/18,2018,Clinton,PA
415,51172,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,10/6/18,2018,Clinton,PA
416,51172,Ixodes scapularis,Female,1,Unengorged,Negative ,Negative ,10/6/18,2018,Clinton,PA
417,51172,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,10/6/18,2018,Clinton,PA
418,51949,Ixodes scapularis,Male,4,Unengorged,Positive,Positive,10/6/18,2018,Clinton,PA
419,51949,Ixodes scapularis,Female,2,Unengorged,Negative ,Positive,10/6/18,2018,Clinton,PA
420,1,Ixodes scapularis,Male,3,Unengorged,Positive,Positive,11/11/18,2018,Warren,NJ
421,1,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Negative ,11/11/18,2018,Warren,NJ
422,2,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,11/11/18,2018,Warren,NJ
423,2,Ixodes scapularis,Female,6,Semi-engorged,Negative ,Positive,11/11/18,2018,Warren,NJ
424,2,Ixodes scapularis,Female,3,Unengorged,Negative ,Positive,11/11/18,2018,Warren,NJ
425,2,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,11/11/18,2018,Warren,NJ
426,2,Ixodes scapularis,Nymph,2,fully engorged ,Negative ,Negative ,11/11/18,2018,Warren,NJ
427,3,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,11/11/18,2018,Warren,NJ
428,3,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,11/11/18,2018,Warren,NJ
429,3,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,11/11/18,2018,Warren,NJ
430,4,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,11/11/18,2018,Sussex,NJ
431,4,Ixodes scapularis,Female,2,Unengorged,Negative ,Negative ,11/11/18,2018,Sussex,NJ
432,4,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
433,4,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,11/11/18,2018,Sussex,NJ
434,44,Ixodes scapularis,Male,3,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
435,44,Ixodes scapularis,Female,2,Unengorged,Positive,Positive,11/11/18,2018,Sussex,NJ
436,44,Ixodes scapularis,Female,3,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
437,6,Ixodes scapularis,Female,3,Unengorged,Positive,Positive,11/11/18,2018,Sussex,NJ
438,6,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,11/11/18,2018,Sussex,NJ
439,7,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,11/11/18,2018,Warren,NJ
440,7,Ixodes scapularis,Female,2,Unengorged,Negative ,Positive,11/11/18,2018,Warren,NJ
441,7,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,11/11/18,2018,Warren,NJ
442,7,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,11/11/18,2018,Warren,NJ
443,8,Ixodes scapularis,Male,1,Unengorged,Positive,Positive,11/11/18,2018,Sussex,NJ
444,8,Ixodes scapularis,Female,1,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
445,8,Ixodes scapularis,Female,3,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
446,8,Ixodes scapularis,Nymph,1,Semi-engorged,Negative ,Negative ,11/11/18,2018,Sussex,NJ
447,9,Ixodes scapularis,Male,1,Unengorged,Negative ,Negative ,11/11/18,2018,Warren,NJ
448,9,Ixodes scapularis,Female,3,Unengorged,Negative ,Positive,11/11/18,2018,Warren,NJ
449,9,Ixodes scapularis,Female,6,Semi-engorged,Negative ,Positive,11/11/18,2018,Warren,NJ
450,9,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Positive,11/11/18,2018,Warren,NJ
451,45,Ixodes scapularis,Male,5,Unengorged,Negative ,Negative ,11/11/18,2018,Sussex,NJ
452,45,Ixodes scapularis,Female,5,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
453,45,Ixodes scapularis,Female,2,Unengorged,Negative ,Negative ,11/11/18,2018,Sussex,NJ
454,45,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
455,45,Ixodes scapularis,Female,2,fully engorged ,Negative ,Positive,11/11/18,2018,Sussex,NJ
456,56,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,11/11/18,2018,Warren,NJ
457,15,Ixodes scapularis,Male,5,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
458,15,Ixodes scapularis,Female,6,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
459,15,Ixodes scapularis,Female,6,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
460,14,Ixodes scapularis,Male,4,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
461,14,Ixodes scapularis,Female,4,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
462,14,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
463,13,Ixodes scapularis,Male,1,Unengorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
464,13,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
465,13,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Positive,11/11/18,2018,Sussex,NJ
466,13,Ixodes scapularis,Female,2,fully engorged ,Positive,Positive,11/11/18,2018,Sussex,NJ
467,44,Ixodes scapularis,Female,1,fully engorged ,Negative ,Positive,11/11/18,2018,Sussex,NJ
468,56,Ixodes scapularis,Nymph,1,unengorged ,Negative ,Negative ,12/4/19,2018,Sussex,NJ
469,33168,Ixodes scapularis,Female,1,unengorged ,Negative ,Negative ,1/4/19,2018,Clinton,PA
470,33168,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,1/4/19,2018,Clinton,PA
471,51357,Ixodes scapularis,Female,1,Semi-engorged,Negative ,Negative ,1/4/19,2018,Potter,PA
472,51357,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/4/19,2018,Potter,PA
473,51357,Ixodes scapularis,Nymph,1,Semi-engorged,Negative ,Negative ,1/4/19,2018,Potter,PA
474,35676,Ixodes scapularis,Male,3,unengorged ,Negative ,Positive,1/4/19,2018,Clinton,PA
475,35676,Ixodes scapularis,Female,4,unengorged ,Negative ,Positive,1/4/19,2018,Clinton,PA
476,35676,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,1/4/19,2018,Clinton,PA
477,35676,Ixodes scapularis,Female,3,fully engorged ,Negative ,Negative ,1/4/19,2018,Clinton,PA
478,51370,Ixodes scapularis,Nymph,3,Semi-engorged,Negative ,Positive,1/4/19,2018,Clinton,PA
479,52026,Ixodes scapularis,Nymph,2,unengorged ,Negative ,Negative ,1/4/19,2018,Centre,PA
480,52026,Ixodes scapularis,Nymph,5,Semi-engorged,Negative ,Negative ,1/4/19,2018,Centre,PA
481,52026,Ixodes scapularis,Nymph,2,Semi-engorged,Negative ,Negative ,1/4/19,2018,Centre,PA
482,52026,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/4/19,2018,Centre,PA
483,35918,Ixodes scapularis,Nymph,1,unengorged ,Negative ,Negative ,1/4/19,2018,Clinton,PA
484,35918,Ixodes scapularis,Nymph,1,Semi-engorged,Negative ,Negative ,1/4/19,2018,Clinton,PA
485,35918,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,1/4/19,2018,Clinton,PA
486,35918,Ixodes scapularis,Nymph,1,fully engorged ,Negative ,Negative ,1/4/19,2018,Clinton,PA
487,41479,Ixodes scapularis,Nymph,2,unengorged ,Negative ,Negative ,1/4/19,2018,Lycoming,PA
488,41479,Ixodes scapularis,Nymph,5,Semi-engorged,Negative ,Negative ,1/4/19,2018,Lycoming,PA
489,41479,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,1/4/19,2018,Lycoming,PA
490,51486,Ixodes scapularis,Male,5,unengorged ,Negative ,Positive,1/10/19,2018,Clinton,PA
491,51486,Ixodes scapularis,Male,4,unengorged ,Negative ,Positive,1/10/19,2018,Clinton,PA
492,51486,Ixodes scapularis,Female,1,unengorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
493,51486,Ixodes scapularis,Female,3,Semi-engorged,Negative ,Negative ,1/10/19,2018,Clinton,PA
494,51486,Ixodes scapularis,Female,2,fully engorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
495,51366,Ixodes scapularis,Nymph,3,unengorged ,Positive,Positive,1/10/19,2018,Clearfield,PA
496,36361,Ixodes scapularis,Nymph,2,unengorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
497,35017,Ixodes scapularis,Nymph,5,unengorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
498,35017,Ixodes scapularis,Nymph,5,Semi-engorged,Positive,Positive,1/10/19,2018,Clinton,PA
499,35017,Ixodes scapularis,Nymph,6,fully engorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
500,35017,Ixodes scapularis,Male,1,unengorged ,Positive,Negative ,1/10/19,2018,Clinton,PA
501,35017,Ixodes scapularis,Female,2,unengorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
502,51234,Ixodes scapularis,Male,1,unengorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
503,51234,Ixodes scapularis,Male,5,unengorged ,Positive,Positive,1/10/19,2018,Clinton,PA
504,51234,Ixodes scapularis,Female,4,unengorged ,Negative ,Positive,1/10/19,2018,Clinton,PA
505,51234,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Positive,1/10/19,2018,Clinton,PA
506,51234,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
507,51034,Ixodes scapularis,Male,4,unengorged ,Negative ,Positive,1/10/19,2018,Clinton,PA
508,51034,Ixodes scapularis,Female,4,unengorged ,Negative ,Positive,1/10/19,2018,Clinton,PA
509,51034,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/10/19,2018,Clinton,PA
510,51034,Ixodes scapularis,Female,5,Semi-engorged,Negative ,Negative ,1/10/19,2018,Clinton,PA
511,51034,Ixodes scapularis,Female,2,fully engorged ,Positive,Negative ,1/10/19,2018,Clinton,PA
512,35017,Ixodes scapularis,Male,5,unengorged ,Positive,Negative ,1/10/19,2018,Clinton,PA
513,35017,Ixodes scapularis,Male,5,unengorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
514,35017,Ixodes scapularis,Male,5,unengorged ,Negative ,Positive,1/10/19,2018,Clinton,PA
515,35017,Ixodes scapularis,Female,5,unengorged ,Positive,Positive,1/10/19,2018,Clinton,PA
516,35017,Ixodes scapularis,Female,2,Semi-engorged,Negative ,Negative ,1/10/19,2018,Clinton,PA
517,35017,Ixodes scapularis,Female,4,Semi-engorged,Negative ,Negative ,1/10/19,2018,Clinton,PA
518,35017,Ixodes scapularis,Female,1,fully engorged ,Negative ,Negative ,1/10/19,2018,Clinton,PA
519,1805571,Ixodes scapularis,Male,1,unengorged ,Negative ,Positive,1/19/19,2018,Huntingdon,PA
