ID ,Species,Female,Male,Nymphs,Larval,Date,Total Ticks,County ,State,,,,,,
1810783,Ixodes scapularis,0,0,0,0,Novemeber 2018,0,Lycoming,PA,,,,,,
1810784,Ixodes scapularis,0,1,0,0,Novemeber 2018,1,Lycoming,PA,,,,,,
1810787,Ixodes scapularis,0,1,0,0,Novemeber 2018,1,Lycoming,PA,,,,,,
1805548,Ixodes scapularis,2,1,0,0,Novemeber 2018,3,Huntingdon,PA,,,,,,
1805549,Ixodes scapularis,1,0,0,0,Novemeber 2018,1,Huntingdon,PA,,,,,,
1805570,Ixodes scapularis,4,0,0,0,December 2018,4,Huntingdon,PA,,,,,,
1805571,Ixodes scapularis,8,6,0,0,December 2018,14,Huntingdon,PA,,,,,,
1805574,Ixodes scapularis,13,0,0,0,December 2018,13,Huntingdon,PA,,,,,,
1805576,Ixodes scapularis,2,0,0,0,December 2018,2,Huntingdon,PA,,,,,,
1805577,Ixodes scapularis,3,1,0,0,December 2018,4,Huntingdon,PA,,,,,,
1805583,Ixodes scapularis,1,0,0,0,December 2018,1,Huntingdon,PA,,,,,,
1810801,Ixodes scapularis,1,0,0,0,December 2018,1,Lycoming,PA,,,,,,
1804949,Ixodes scapularis,0,2,0,0,December 2018,2,Potter,PA,,,,,,
1804950,Ixodes scapularis,0,3,0,0,December 2018,3,Potter,PA,,,,,,
1802537,Ixodes scapularis,1,1,0,0,December 2018,2,Tioga,PA,,,,,,
10202,Amblyomma americanum,1,0,0,0,June 2018,1,,NJ,,,,,,
52080,Dermacentor variabilis,1,0,0,0,June 2018,1,,NJ,,,,,,
52080,Amblyomma americanum,1,0,0,0,June 2018,1,,NJ,,,,,,
7900,Ixodes cookei ,1,0,0,0,August 2018,1,Sussex,NJ,,,,,,
105,Ixodes cookei ,1,0,0,0,August 2017,1,Warren,NJ,,,,,,
